Date,tlref_close,tlref_ret,tlref_vol20,regime
2020-09-18,1177.3229,0.0009064347943776863,0.0002338851062210314,DUSUK
2020-09-21,1177.683,0.00030586341266292116,0.00023318163218042498,DUSUK
2020-09-22,1178.0435,0.00030610953881482494,0.000232312585250501,DUSUK
2020-09-23,1178.4066,0.00030822291366994214,0.00023131867533328227,DUSUK
2020-09-24,1178.7698,0.00030821280193094047,0.0002302993222980712,DUSUK
2020-09-25,1179.8815,0.0009431018677268366,0.0002449450650321239,DUSUK
2020-09-28,1180.2605,0.00032121869865764374,0.00024365560195157128,DUSUK
2020-09-29,1180.6404,0.0003218780938614163,0.0002422972158770217,DUSUK
2020-09-30,1181.0235,0.00032448491513581423,0.00024085579847350818,DUSUK
2020-10-01,1181.4062,0.00032404096954885553,0.00023937622645646889,DUSUK
2020-10-02,1182.5739,0.000988398401836843,0.0002578393563630411,DUSUK
2020-10-05,1182.9637,0.00032961999245872953,0.00025630969228545214,DUSUK
2020-10-06,1183.355,0.0003307793806353043,0.0002547922028722379,DUSUK
2020-10-07,1183.7588,0.0003412331886880615,0.0002531483521274845,DUSUK
2020-10-08,1184.1666,0.00034449585506779457,0.0002515328470390842,DUSUK
2020-10-09,1185.3806,0.0010251935834029169,0.0002682737253022174,DUSUK
2020-10-12,1185.7838,0.00034014391664571875,0.00026687828320160227,DUSUK
2020-10-13,1186.1868,0.000339859593291747,0.0002655195141222812,DUSUK
2020-10-14,1186.5905,0.00034033425426760466,0.0002642109558761414,DUSUK
2020-10-15,1186.9964,0.0003420725178568951,0.0002633415235712324,DUSUK
2020-10-16,1188.2235,0.0010337857806477224,0.00027607405693269284,DUSUK
2020-10-19,1188.6333,0.0003448846113545123,0.00027505633984040216,DUSUK
2020-10-20,1189.0428,0.0003445133162598424,0.000274036297549211,DUSUK
2020-10-21,1189.4531,0.00034506747780649327,0.0002730502000393367,DUSUK
2020-10-22,1189.8714,0.00035167422742432564,0.0002718932717754171,DUSUK
2020-10-23,1191.2508,0.0011592849445747344,0.00029505098918359445,DUSUK
2020-10-26,1191.7225,0.0003959703531783987,0.00029340732643454864,DUSUK
2020-10-27,1192.1752,0.0003798703137682935,0.0002920104441538565,DUSUK
2020-10-28,1193.1012,0.0007767314736963904,0.00029630044195115584,DUSUK
2020-10-30,1194.5476,0.0012123028624897447,0.00033160228436074655,DUSUK
2020-11-02,1195.0303,0.00040408603223496264,0.00031665498328131643,DUSUK
2020-11-03,1195.5134,0.00040425753221495775,0.0003146760334790404,DUSUK
