fold,fold_start,fold_end,family,params,horizon,is_mean,oos_mean,decay_pct,is_t,n_days,mean_excess_bps,t_stat,p_one,avg_signals_per_day,n_trades,win_rate
1,2026-01-02,2026-07-02,Momentum,lookback126-skip20,5,59.41376685604538,20.294880898462512,65.84145060582453,1.3211773942386844,120,20.294880898462512,0.3643633612029451,0.35779334564719245,30.308333333333334,3637,50.28869947759142
1,2026-01-02,2026-07-02,MeanReversion,lookback10,40,-146.2003741986193,-133.7344025629615,,-0.890851929126382,68,-133.7344025629615,-0.9851296433100379,0.8377198028836315,4.588235294117647,312,42.30769230769231
1,2026-01-02,2026-07-02,52wHigh,lookback252,5,84.27238752056614,-154.06701972277884,282.8202858085393,1.6829725624701757,117,-154.06701972277884,-2.2536980721864706,0.9878924156332667,9.837606837606838,1151,41.78974804517811
1,2026-01-02,2026-07-02,VolCompression,lookback20-width1.5,40,176.0892583592579,-116.63091625163543,166.2339755067198,1.2059009435261125,79,-116.63091625163543,-0.8893133490052582,0.8130826503608211,6.341772151898734,501,47.1057884231537
